"biz_id","metadata_name","metadata_value","category_path","Label"
"604897","mcategory_ids","281","Businesses and Services > Personal Care > Manicures and Pedicures","Manicures and Pedicures"
"251475","mcategory_ids","281","Businesses and Services > Personal Care > Manicures and Pedicures","Manicures and Pedicures"
"398685","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"533742","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"99179","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"320437","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"169932","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"604935","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"533759","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"361314","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"90763","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"172596","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"38530","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"604863","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"604861","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"299630","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"42360","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"196444","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"604799","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"605121","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"605119","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"294253","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"294240","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"294204","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"361290","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"360118","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"605114","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"557632","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"50019","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"605253","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"206247","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"206254","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"452654","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"119810","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"605195","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"129146","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"468929","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"605012","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"175251","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"37211","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"604777","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"50027","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"50061","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"604761","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"37216","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"85920","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"139178","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"84651","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"478445","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"604895","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"282750","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"129140","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"605026","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"60528","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"465024","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"129121","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"605027","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"576165","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"273778","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"412946","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"123709","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"604838","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"604898","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"404254","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"65699","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"61870","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"605054","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"61873","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"342886","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"528242","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"365054","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"63173","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"604916","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"252834","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"252830","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"437170","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"252826","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"605061","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"252805","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"123690","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"529589","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"244210","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"129151","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"22343","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"599349","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"247005","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"15904","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"251465","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"604859","mcategory_ids","280","Businesses and Services > Personal Care > Beauty Salons and Barbers","Beauty Salons and Barbers"
"437167","mcategory_ids","279","Businesses and Services > Personal Care > Hair Removal","Hair Removal"
"205049","mcategory_ids","279","Businesses and Services > Personal Care > Hair Removal","Hair Removal"
"213305","mcategory_ids","279","Businesses and Services > Personal Care > Hair Removal","Hair Removal"
"157542","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"252789","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"123666","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"37194","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"18541","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"353649","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"352300","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"90752","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"435654","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"64346","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"547681","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"206207","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"560655","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"157541","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"218657","mcategory_ids","278","Businesses and Services > Personal Care > Dry Cleaning, Ironing and Laundry","Dry Cleaning, Ironing and Laundry"
"38522","mcategory_ids","277","Businesses and Services > Personal Care","Personal Care"
"526965","mcategory_ids","277","Businesses and Services > Personal Care","Personal Care"
"37243","mcategory_ids","277","Businesses and Services > Personal Care","Personal Care"
"244180","mcategory_ids","277","Businesses and Services > Personal Care","Personal Care"
"582062","mcategory_ids","277","Businesses and Services > Personal Care","Personal Care"
"533680","mcategory_ids","273","Businesses and Services > Machine Shops","Machine Shops"
"282709","mcategory_ids","273","Businesses and Services > Machine Shops","Machine Shops"
"605001","mcategory_ids","269","Businesses and Services > Legal","Legal"
"604779","mcategory_ids","269","Businesses and Services > Legal","Legal"
"604789","mcategory_ids","263","Businesses and Services > Home Improvement > Swimming Pool Maintenance and Services","Swimming Pool Maintenance and Services"
"604918","mcategory_ids","259","Businesses and Services > Home Improvement > Plumbing","Plumbing"
"604805","mcategory_ids","259","Businesses and Services > Home Improvement > Plumbing","Plumbing"
"605077","mcategory_ids","259","Businesses and Services > Home Improvement > Plumbing","Plumbing"
"604798","mcategory_ids","257","Businesses and Services > Home Improvement > Painting","Painting"
"336253","mcategory_ids","254","Businesses and Services > Home Improvement > Lighting Fixtures","Lighting Fixtures"
"162803","mcategory_ids","253","Businesses and Services > Home Improvement > Landscaping and Gardeners","Landscaping and Gardeners"
"361181","mcategory_ids","250","Retail > Housewares","Housewares"
"6193","mcategory_ids","248","Retail > Home Appliances","Home Appliances"
"36923","mcategory_ids","246","Businesses and Services > Home Improvement > Hardware and Services","Hardware and Services"
"318914","mcategory_ids","246","Businesses and Services > Home Improvement > Hardware and Services","Hardware and Services"
"604866","mcategory_ids","239","Businesses and Services > Home Improvement > Contractors","Contractors"
"173660","mcategory_ids","239","Businesses and Services > Home Improvement > Contractors","Contractors"
"560254","mcategory_ids","239","Businesses and Services > Home Improvement > Contractors","Contractors"
"396920","mcategory_ids","237","Businesses and Services > Home Improvement > Carpenters","Carpenters"
"36863","mcategory_ids","235","Businesses and Services > Home Improvement","Home Improvement"
"605056","mcategory_ids","235","Businesses and Services > Home Improvement","Home Improvement"
"174778","mcategory_ids","177","Businesses and Services",""
"328192","mcategory_ids","177","Businesses and Services",""
"6072","mcategory_ids","177","Businesses and Services",""
"62814","mcategory_ids","177","Businesses and Services",""
"352119","mcategory_ids","177","Businesses and Services",""
"204577","mcategory_ids","177","Businesses and Services",""
"604963","mcategory_ids","177","Businesses and Services",""
"114125","mcategory_ids","177","Businesses and Services",""
"605273","mcategory_ids","177","Businesses and Services",""
"252385","mcategory_ids","177","Businesses and Services",""
"346209","mcategory_ids","177","Businesses and Services",""
"299363","mcategory_ids","177","Businesses and Services",""
"389522","mcategory_ids","177","Businesses and Services",""
"311719","mcategory_ids","177","Businesses and Services",""
"123380","mcategory_ids","177","Businesses and Services",""
"409548","mcategory_ids","177","Businesses and Services",""
"534809","mcategory_ids","177","Businesses and Services",""
"604976","mcategory_ids","177","Businesses and Services",""
"187900","mcategory_ids","177","Businesses and Services",""
"291178","mcategory_ids","177","Businesses and Services",""
"450913","mcategory_ids","177","Businesses and Services",""
"435327","mcategory_ids","177","Businesses and Services",""
"38141","mcategory_ids","177","Businesses and Services",""
"457815","mcategory_ids","177","Businesses and Services",""
"243774","mcategory_ids","177","Businesses and Services",""
"128777","mcategory_ids","174","Retail > Vintage and Thrift","Vintage and Thrift"
"279501","mcategory_ids","174","Retail > Vintage and Thrift","Vintage and Thrift"
"541681","mcategory_ids","173","Retail > Toys","Toys"
"403811","mcategory_ids","172","Retail > Tobacco","Tobacco"
"61521","mcategory_ids","172","Retail > Tobacco","Tobacco"
"112712","mcategory_ids","172","Retail > Tobacco","Tobacco"
"61526","mcategory_ids","172","Retail > Tobacco","Tobacco"
"114106","mcategory_ids","172","Retail > Tobacco","Tobacco"
"36782","mcategory_ids","172","Retail > Tobacco","Tobacco"
"90410","mcategory_ids","172","Retail > Tobacco","Tobacco"
"604811","mcategory_ids","171","Retail > Supermarkets and Groceries","Supermarkets and Groceries"
"534747","mcategory_ids","171","Retail > Supermarkets and Groceries","Supermarkets and Groceries"
"604905","mcategory_ids","171","Retail > Supermarkets and Groceries","Supermarkets and Groceries"
"372154","mcategory_ids","171","Retail > Supermarkets and Groceries","Supermarkets and Groceries"
"36775","mcategory_ids","171","Retail > Supermarkets and Groceries","Supermarkets and Groceries"
"62766","mcategory_ids","171","Retail > Supermarkets and Groceries","Supermarkets and Groceries"
"263795","mcategory_ids","170","Retail > Sporting Goods","Sporting Goods"
"533296","mcategory_ids","170","Retail > Sporting Goods","Sporting Goods"
"29610","mcategory_ids","170","Retail > Sporting Goods","Sporting Goods"
"162622","mcategory_ids","170","Retail > Sporting Goods","Sporting Goods"
"66718","mcategory_ids","170","Retail > Sporting Goods","Sporting Goods"
"283865","mcategory_ids","170","Retail > Sporting Goods","Sporting Goods"
"593238","mcategory_ids","170","Retail > Sporting Goods","Sporting Goods"
"62749","mcategory_ids","170","Retail > Sporting Goods","Sporting Goods"
"224642","mcategory_ids","170","Retail > Sporting Goods","Sporting Goods"
"352080","mcategory_ids","170","Retail > Sporting Goods","Sporting Goods"
"79136","mcategory_ids","169","Retail > Shopping Centers and Malls","Shopping Centers and Malls"
"321334","mcategory_ids","169","Retail > Shopping Centers and Malls","Shopping Centers and Malls"
"240935","mcategory_ids","168","Retail > Photos and Frames","Photos and Frames"
"37282","mcategory_ids","168","Retail > Photos and Frames","Photos and Frames"
"187825","mcategory_ids","167","Retail > Pets","Pets"
"604847","mcategory_ids","167","Retail > Pets","Pets"
"293830","mcategory_ids","167","Retail > Pets","Pets"
"89187","mcategory_ids","167","Retail > Pets","Pets"
"605074","mcategory_ids","164","Retail > Nurseries and Garden Centers","Nurseries and Garden Centers"
"605274","mcategory_ids","163","Retail > Newsstands","Newsstands"
"605150","mcategory_ids","162","Retail > Music, Video and DVD","Music, Video and DVD"
"173464","mcategory_ids","162","Retail > Music, Video and DVD","Music, Video and DVD"
"352033","mcategory_ids","161","Retail > Luggage","Luggage"
"252315","mcategory_ids","160","Retail > Hobby and Collectibles","Hobby and Collectibles"
"205793","mcategory_ids","160","Retail > Hobby and Collectibles","Hobby and Collectibles"
"116781","mcategory_ids","159","Retail > Glasses","Glasses"
"27168","mcategory_ids","159","Retail > Glasses","Glasses"
"118107","mcategory_ids","159","Retail > Glasses","Glasses"
"61448","mcategory_ids","159","Retail > Glasses","Glasses"
"5952","mcategory_ids","158","Retail > Gift and Novelty","Gift and Novelty"
"36742","mcategory_ids","158","Retail > Gift and Novelty","Gift and Novelty"
"36759","mcategory_ids","158","Retail > Gift and Novelty","Gift and Novelty"
"541621","mcategory_ids","158","Retail > Gift and Novelty","Gift and Novelty"
"161203","mcategory_ids","158","Retail > Gift and Novelty","Gift and Novelty"
"118088","mcategory_ids","157","Retail > Furniture and Decor","Furniture and Decor"
"349696","mcategory_ids","157","Retail > Furniture and Decor","Furniture and Decor"
"5941","mcategory_ids","157","Retail > Furniture and Decor","Furniture and Decor"
"183876","mcategory_ids","157","Retail > Furniture and Decor","Furniture and Decor"
"604767","mcategory_ids","157","Retail > Furniture and Decor","Furniture and Decor"
"396782","mcategory_ids","157","Retail > Furniture and Decor","Furniture and Decor"
"449371","mcategory_ids","157","Retail > Furniture and Decor","Furniture and Decor"
"36677","mcategory_ids","157","Retail > Furniture and Decor","Furniture and Decor"
"26032","mcategory_ids","157","Retail > Furniture and Decor","Furniture and Decor"
"463281","mcategory_ids","157","Retail > Furniture and Decor","Furniture and Decor"
"205754","mcategory_ids","155","Retail > Food and Beverage > Health and Diet Food","Health and Diet Food"
"12109","mcategory_ids","154","Retail > Food and Beverage > Farmers’ Markets","Farmers’ Markets"
"604732","mcategory_ids","154","Retail > Food and Beverage > Farmers’ Markets","Farmers’ Markets"
"604800","mcategory_ids","154","Retail > Food and Beverage > Farmers’ Markets","Farmers’ Markets"
"604921","mcategory_ids","154","Retail > Food and Beverage > Farmers’ Markets","Farmers’ Markets"
"604985","mcategory_ids","154","Retail > Food and Beverage > Farmers’ Markets","Farmers’ Markets"
"605035","mcategory_ids","154","Retail > Food and Beverage > Farmers’ Markets","Farmers’ Markets"
"605034","mcategory_ids","154","Retail > Food and Beverage > Farmers’ Markets","Farmers’ Markets"
"605103","mcategory_ids","154","Retail > Food and Beverage > Farmers’ Markets","Farmers’ Markets"
"243659","mcategory_ids","150","Retail > Food and Beverage > Beer, Wine and Spirits","Beer, Wine and Spirits"
"252288","mcategory_ids","150","Retail > Food and Beverage > Beer, Wine and Spirits","Beer, Wine and Spirits"
"605089","mcategory_ids","150","Retail > Food and Beverage > Beer, Wine and Spirits","Beer, Wine and Spirits"
"62695","mcategory_ids","150","Retail > Food and Beverage > Beer, Wine and Spirits","Beer, Wine and Spirits"
"61428","mcategory_ids","150","Retail > Food and Beverage > Beer, Wine and Spirits","Beer, Wine and Spirits"
"36752","mcategory_ids","149","Retail > Food and Beverage","Food and Beverage"
"418087","mcategory_ids","149","Retail > Food and Beverage","Food and Beverage"
"604700","mcategory_ids","149","Retail > Food and Beverage","Food and Beverage"
"148552","mcategory_ids","149","Retail > Food and Beverage","Food and Beverage"
"604941","mcategory_ids","149","Retail > Food and Beverage","Food and Beverage"
"604936","mcategory_ids","149","Retail > Food and Beverage","Food and Beverage"
"469765","mcategory_ids","149","Retail > Food and Beverage","Food and Beverage"
"541591","mcategory_ids","149","Retail > Food and Beverage","Food and Beverage"
"605225","mcategory_ids","149","Retail > Food and Beverage","Food and Beverage"
"415220","mcategory_ids","149","Retail > Food and Beverage","Food and Beverage"
"535997","mcategory_ids","149","Retail > Food and Beverage","Food and Beverage"
"161181","mcategory_ids","149","Retail > Food and Beverage","Food and Beverage"
"409445","mcategory_ids","148","Retail > Florists","Florists"
"173420","mcategory_ids","148","Retail > Florists","Florists"
"604702","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"49591","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"108448","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"180022","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"234249","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"118057","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"250824","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"293738","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"605139","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"194527","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"77916","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"61395","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"61370","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"270521","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"71658","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"175901","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"477866","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"204408","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"80367","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"190584","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"75369","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"36739","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"190552","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"119394","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"195915","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"531837","mcategory_ids","145","Retail > Fashion > Shoes","Shoes"
"21919","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"398102","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"20580","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"36732","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"162526","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"119371","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"178716","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"399449","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"38051","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"605133","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"293748","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"605073","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"264925","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"605055","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"112553","mcategory_ids","144","Retail > Fashion > Jewelry and Watches","Jewelry and Watches"
"45649","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"120556","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"120589","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"216780","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"60040","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"604886","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"60043","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"605104","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"541552","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"604975","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"303183","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"46945","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"170769","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"36707","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"123168","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"172135","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"172186","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"69094","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"69119","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"232827","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"232846","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"20425","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"234188","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"321236","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"234199","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"70320","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"70344","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"70380","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"24605","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"148","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"605090","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"74078","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
"240829","mcategory_ids","143","Retail > Fashion > Clothing and Accessories","Clothing and Accessories"
